Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","422","Lebanon","2016","235","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","428","Latvia","2015","67","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","440","Lithuania","2015","172","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","446","China, Macao Special Administrative Region","2015","1","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","450","Madagascar","2015","1,863","2015","World Health Organization","Data in reference to one country but derived from different types of sources should not be compared between them.
","M","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","344","China, Hong Kong Special Administrative Region","2015","22","2015","National Police","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","348","Hungary","2015","221","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","352","Iceland","2016","1","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","372","Ireland","2015","29","2015","National Police","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","376","Israel","2015","110","2015","National Statistical Office","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","384","Côte d'Ivoire","2015","2,688","2015","World Health Organization","Data in reference to one country but derived from different types of sources should not be compared between them.
","M","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","388","Jamaica","2016","1,354","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","392","Japan","2016","362","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","400","Jordan","2015","159","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","404","Kenya","2015","2,648","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","410","Republic of Korea","2015","365","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","412","Kosovo","2016","29","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","417","Kyrgyzstan","2016","267","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","422","Lebanon","2015","231","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
"16","16.1","16.1.1","VC_IHR_PSRCN","Number of victims of intentional homicide (number)","426","Lesotho","2015","897","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","NUMBER","G"
